subject,sessionIndex,rep,H.period,DD.period.t,H.t,DD.t.i,H.i,DD.i.e,H.e,DD.e.five,H.five,DD.five.Shift.r,H.Shift.r,DD.Shift.r.o,H.o,DD.o.a,H.a,DD.a.n,H.n,DD.n.l,H.l,DD.l.Return,H.Return
13,4,2,60.7,281,47.3,89.8,43.3,106.9,53.6,265,59.4,359.8,48.9,155.3,59.9,114.4,61.5,58.6,43.9,150.8,66.3,185.7,48.9
13,4,3,65.5,841.2,53.6,127.5,42,69,57.3,253.1,39.4,333.4,50.4,182.1,63.6,104.9,64.4,86.9,56.8,170.5,59.7,187.6,55.2
13,4,4,59.9,287.3,42,84.5,42,99.3,63.4,229.4,49.1,333.2,55.5,180.6,57.6,109.2,80.8,72.6,57.6,158.1,58.9,181.8,50.4
13,4,5,65.5,279.7,55.7,102.4,36.2,97.2,58.1,208.8,43.6,369.8,43.3,174.8,61.3,115,66.6,62.1,57.1,158.4,59.7,172.8,59.4
13,4,6,67.6,276.5,49.4,89.5,44.1,110.9,58.1,203.8,47.3,367,51.8,186.4,62.6,99.9,73.1,78.7,48.1,149.2,68.1,178.8,62
13,4,7,59.7,188.7,46.7,79.5,42,112.5,64.4,221.7,65.7,396.1,50.2,167.7,55.5,125.5,66.3,50.2,40.7,160,60.5,177.6,46.2
13,4,8,44.4,176.3,53.6,71.3,46.7,162.3,58.4,227,59.7,396.2,56.8,202.8,70,137.1,57,64.5,15.3,146.7,65,187.9,57.6
13,4,9,81.6,170.7,50.4,121.4,38.8,72.6,60.5,226.7,46.7,360.3,50.2,174.8,59.7,94.9,68.1,85.8,50.4,156.7,66.5,189.4,57
13,4,10,69.7,159.1,54.7,118.9,40.4,77.4,64.7,256,59.9,392.7,51,179.8,67.3,114.6,59.4,79.3,48.1,158.1,69.7,187.3,54.1
13,4,11,61.5,182.8,54.7,115.2,42,78.7,61.5,223.3,58.1,387,56.8,190.6,70.2,116.5,71,80.3,48.9,156.8,60.5,182.1,52.5
13,4,12,57,180.7,55.5,104.9,44.9,101.7,57.6,248.7,63.4,398.3,57,189.6,79.2,90.4,89.2,127.8,58.9,157.9,69.2,180.7,68.9
13,4,13,58.4,178.4,54.4,89.5,49.6,102.7,58.1,215.4,50.2,389.6,54.4,217,77.4,118.4,70.8,78.5,59.7,168.4,72.6,550.7,68.4
13,4,14,69.2,181.3,54.1,98.7,44.9,98.5,56,212.2,57.6,404.7,55.2,190.6,73.7,99.4,78.1,113.5,45.7,158.4,62.3,217.9,51.8
13,4,15,55.5,132.5,51.8,118.9,42.5,81.6,52,229.1,55.5,372.3,52.8,191.7,60.5,124.7,70,102.8,46.7,164.7,65.5,183.1,57.6
13,4,16,59.9,142.4,53.6,115.4,39.6,87.9,64.4,216.4,54.4,349.5,52,215.7,65.2,105.4,71.3,89,39.2,137.1,77.4,200,57.8
13,4,17,81,178.8,58.1,144.4,41.2,72.6,56.8,190.9,53.3,303.8,47.5,201.4,74.2,108.9,67.1,106.5,53.9,160.8,67.6,178.3,58.1
13,4,18,65,149.6,60.7,120.4,43.8,66.8,64.4,194.2,58.4,354.6,60.5,223.1,66,138.1,56.5,78.2,42.8,145.7,73.9,193.6,52
13,4,19,59.1,151.9,61.5,106.9,40.1,94.5,57,201.6,57.8,413.6,52,197.7,66.8,88.5,78.9,102.5,50.7,158.9,63.4,174.1,59.9
13,4,20,66.5,184.7,58.6,99.8,51,145.8,56.8,230.7,52.3,338.4,57.6,194.1,60.5,99.9,75.5,93,46.5,159.2,61.5,187.8,57.6
13,4,21,61.5,127.1,59.9,116.7,46.5,91.7,57.8,191.9,54.9,380.6,53.3,202.2,68.4,109.9,76.3,82.4,47,142.8,70,185,59.1
13,4,22,67.1,124,56,111.7,47,89.8,57,207.9,51,380.2,50.4,189.8,70.5,113.4,75,81.9,58.1,149.1,68.6,176.7,58.9
13,4,23,65.5,124.5,46.7,102.7,53.9,95.4,61.8,199,58.4,375.1,54.7,173.8,59.7,113.9,73.2,63.4,55,162.1,77.1,184.1,59.4
13,4,24,74.2,116.6,56,117.5,48.3,84.2,59.1,195,56,348.7,58.9,181.4,57.3,108.3,72.3,73.4,3.7,147.8,77.1,185.5,57.8
13,4,25,66,123.7,54.7,104.9,48.9,86.9,61.3,195.4,56.8,339,45.7,427.1,63.9,151.6,24.3,64.2,39.8,160.7,64.2,188.4,51
13,4,26,58.6,141.7,59.1,96.1,40.9,97.1,61.5,184.7,53.1,347.1,54.9,181.1,57,116.7,70,58.9,48.1,143.1,69.7,175.2,61.8
13,4,27,78.9,132.7,58.1,127.3,34.6,79,54.9,213.5,53.9,340,57.6,184.9,70.2,114.4,68.1,69.2,47.8,152.8,67.9,172.6,60.2
13,4,28,67.3,115.3,58.9,107.5,46.7,82.6,60.7,195,54.7,461.2,101.1,367.4,61,165.6,13.8,47.1,49.9,164.7,69.4,202,57.8
13,4,29,52.8,142.2,56.5,105.6,48.9,79.8,67.3,192.9,53.9,336.7,51.5,160.5,59.7,118.1,77.4,64.5,60.2,159.4,71,167.7,63.9
13,4,30,66.8,82.8,61.8,155.8,19,73.9,66,205.6,53.3,333.1,54.7,174,61.8,126.3,64.4,47,57.1,157.9,67.9,171.8,59.4
13,4,31,55.7,112.1,65.2,114.6,45.7,89.5,63.6,208.2,61,348.7,56.2,197.7,73.1,131,72.9,58.1,60.8,164,67.3,179.6,57
13,4,32,69.2,105,64.2,131.8,43.3,63.7,66,200.3,54.1,351.6,49.6,174.7,71.8,152.9,67.1,71.9,56,152.6,72.9,180.7,51
13,4,33,68.4,102.1,51.8,121.2,49.1,70,64.7,195.3,59.4,367.5,51.5,178.5,56.5,119.4,56.8,59.5,53.1,140.7,65.7,176.7,52
13,4,34,75.2,263,54.7,100.1,47.8,80,65.7,212.9,52.3,323.1,55.2,165,58.6,90.9,79.7,98.5,59.9,159.6,76.6,192.9,57
13,4,35,62,116.3,58.6,122,43.6,67.1,69.2,202.7,62,331.3,63.1,190.1,62.3,116,75.2,81.6,67.9,169.8,58.4,169.9,58.4
13,4,36,58.9,114.3,51,118.3,53.6,89.3,63.1,195.6,59.4,333.9,57.3,193,65.5,128.9,59.1,80.3,58.4,146.8,81.3,194.7,68.9
13,4,37,63.9,118.7,57.6,107,57.6,93.3,64.7,208,58.9,306.5,51.8,277.5,79.5,192.5,76.6,108.3,57.3,160.7,68.9,182.3,57.3
13,4,38,59.9,134,53.6,95.6,43,90.5,63.6,175,55.7,336.1,54.1,208.3,61,101.7,69.2,71.1,61.8,140.2,81,176.4,64.2
13,4,39,75.2,99.9,60.7,151.5,47.3,79.3,62.3,197.1,42.3,341.1,59.4,203,69.7,107.8,65,62.1,62.1,148.4,71.3,165.4,66.8
13,4,40,73.9,80.2,70.5,152.1,45.7,83.7,56,214.3,53.6,390.9,57.8,189.6,60.7,94.6,77.6,78.7,64.2,150.5,74.2,170.2,65.7
13,4,41,76,108.7,57.8,111.4,46.7,92.7,68.1,196.1,59.1,360.6,58.1,181.6,57.8,137.9,35.1,43.9,49.6,141.4,70.2,180.9,57
13,4,42,57.8,113.9,58.6,151,45.4,92.4,53.6,209.3,51.8,352.8,42.8,176.9,62.8,121,78.7,69.7,57.9,155.5,75.2,181.4,53.9
13,4,43,58.9,178.4,57.8,37.2,43.1,304.6,60.7,739.4,56.8,316,56.8,248.5,59.4,127.1,69.2,65,58.1,157.8,64.2,168.1,59.4
13,4,44,53.9,119.5,57.3,94.8,48.3,84,67.3,200.8,51.8,316.9,52.8,165.6,59.4,129.7,76.1,49.2,51.8,148.9,67.3,164.6,66
13,4,45,54.4,155.9,76.6,78.7,9,421,63.4,655.4,61.3,340.3,58.9,185.1,58.1,132.6,65.8,56,55,152.9,66.5,171.7,63.6
13,4,46,68.1,154.1,60.2,85.6,46.7,106.9,71.8,209,53.9,349.6,44.6,173.4,62,103.3,72.1,81.4,50.7,133.3,71.8,177,68.4
13,4,47,70,149.9,57.3,110.4,49.6,109.3,59.7,207.7,60.2,380.4,57.6,159.8,58.4,159,64.8,42.6,52.9,150,71.5,167.5,62.3
13,4,48,51.5,175.5,32,47.1,25.4,391.4,66.5,583.4,40.4,364.8,54.1,217,54.7,127.9,59.1,60.2,46.2,152.8,59.9,170.4,54.7
13,4,49,51.5,118.7,55.5,124.4,48.3,71,65.5,198.5,56.8,330.2,53.6,172.9,62,130.4,71.9,48.4,52.9,159.8,69.7,176.2,63.4
13,4,50,72.6,147.2,54.4,88.2,48.9,111.2,70.8,215.1,57.3,398.4,53.1,210.4,71.3,102,69.7,89.6,53.6,151.8,62.3,170.9,61.5
13,5,1,65.5,169.4,57.8,98.5,48.6,118.6,63.4,264.7,99.8,644.8,64.4,212,52,77.2,70.2,93.5,59.9,161.5,58.4,193.7,65.7
13,5,2,70.8,451.2,46.7,70.7,57.3,131,48.9,202.5,53.9,356.9,51.5,167.1,63.6,89.8,72.3,93.2,66.5,166.5,66,184.1,52.3
13,5,3,75.5,242.2,53.1,93,51,115.7,55.7,242.3,53.3,357.7,53.3,170.3,61.3,119.2,61.3,60,50.5,173.5,60.2,194.2,50.2
13,5,4,69.7,171,50.2,118.8,41.2,98.5,59.4,249.4,43,375.4,55.2,239.4,62.6,113.4,78.8,52.1,54.7,194.6,63.1,171.5,58.6
13,5,5,65.5,228,47,84,50.2,111.5,65.2,227.8,72.3,434.4,57.6,204.6,67.6,156.6,85.8,105.4,56.5,189.5,65,196.1,55.2
13,5,6,64.2,389,44.4,91.1,61.5,113.5,68.1,252,48.3,404.9,61,201.2,72.3,108.6,74.7,80.3,53.6,166.3,70,197.9,54.7
13,5,7,80,209.2,54.7,111.5,47,94,66.3,236.2,48.1,395.8,63.4,189.6,69.2,109.4,81.1,57.6,61.6,178,71,179.1,59.7
13,5,8,75.8,172.3,54.9,105.3,48.1,98.5,67.3,220.4,53.1,407.6,60.2,219.3,59.4,107.3,65,97.5,51.8,162.4,73.9,180.9,64.2
13,5,9,70.5,165.4,54.4,78.7,52,129.6,63.6,218.8,62.3,474,58.1,200.1,64.4,121,72.9,36,59.7,189.8,76.3,195.2,66
13,5,10,77.1,187.3,58.6,109,59.4,95.9,65.2,192.1,63.4,378.8,52.8,179,68.1,114.4,73.1,96.7,68.1,161.5,70.2,189.1,64.7
13,5,11,74.4,196.5,55.2,99.6,58.9,123.9,62,222.7,53.3,392,56.5,179.5,73.4,125.7,79.2,80.3,54.9,165.5,70.5,191.8,69.7
13,5,12,83.9,194.4,56,102.7,59.9,102.7,60.2,192.1,59.1,379.3,48.9,191.2,66.8,111.5,78.4,79.5,54.7,159.5,73.7,188.4,62.8
13,5,13,71.5,215.3,53.1,106.4,53.9,103.8,56.2,194.7,58.4,382.2,62.8,192.2,67.3,120.2,79.5,70,70,177.7,72.9,247.2,66.8
13,5,14,74.2,150.4,56.5,125.4,57.6,87.5,60.2,196.4,57.3,362.4,50.4,180.6,65,117.9,74.2,80.6,62,169.1,67.1,178.6,57.3
13,5,15,80.3,168.1,59.7,106.4,57.3,96.4,65.5,235.7,63.9,381.5,49.4,185.7,70.2,116.5,85.3,94.6,52.5,150.1,84.2,604.2,55.5
13,5,16,66.5,349.8,51.8,115.7,59.7,103.5,54.9,235.9,56.5,398.6,43,430.9,67.6,182.8,76.8,139.9,15.3,181.5,70,218.2,56.5
13,5,17,77.6,191,49.9,93.2,58.9,88.5,68.4,203.2,55.2,359.6,55.5,183.1,68.4,102.8,80.8,93.5,52.5,161.2,66.3,186.3,70
13,5,18,76.8,189.1,52.8,103,49.9,109.6,68.4,214.6,52.3,373.6,57.6,191.5,69.7,115.5,90,94,49.6,157,76.6,196.6,62.8
13,5,19,69.7,294.7,59.9,102.2,62.6,119.9,70,231.8,56.5,352.4,52.8,166.4,77.6,114.6,84.2,85.3,53.6,157.3,78.9,191.7,72.3
13,5,20,75.5,162.8,57,119,57.8,70.2,62,205.8,53.9,341.3,57.3,179.8,76,110.1,81,84.2,58.1,184.8,70.2,176.2,71.8
13,5,21,78.9,211.6,52.8,102.4,66.8,77.1,65.5,211.7,55.5,357.7,49.9,163.2,68.9,115.2,78.7,69.7,56,176.6,67.9,185.8,66.5
13,5,22,80.5,176,48.1,91.9,51.8,135.5,62.3,220.9,55.5,357.4,54.7,189.9,69.7,139.5,79.7,84.3,59.1,188.1,77.6,191,66.5
13,5,23,82.9,374.7,50.7,112.7,62.8,127,58.4,255.3,54.9,367.4,60.7,199.8,76.6,100.7,79.5,98.8,63.4,191.9,68.1,207.1,40.8
13,5,24,61.8,194.7,54.4,104.6,52.3,91.4,70,223.6,63.6,370,51.8,225.7,60.2,121.3,66.3,83,61.8,165.8,75,196,63.9
13,5,25,83.2,164.9,47.3,83.8,56.2,110.3,63.6,207.7,63.4,362.5,58.9,196.7,66.5,120.4,80.9,76.9,57.9,178.8,75.2,217.3,53.6
13,5,26,72.3,122.9,59.9,139.6,45.7,75.8,57.3,192.7,60.7,347.7,54.9,202,71.5,126,102.7,112,56.5,173.9,86.1,201.8,60.2
13,5,27,82.4,164.7,60.7,112.7,49.4,85.6,70.8,208.5,61.8,357.8,61.5,294,61.5,214.4,70.5,238.4,61.5,233,60.2,218.4,56
13,5,28,70,107.9,58.6,121.7,53.1,90.1,59.7,199.3,59.7,357.5,52.5,188.2,76.3,129.4,87.4,103.3,51.2,164.7,78.4,171.7,60.5
13,5,29,82.6,132.4,51.2,122.7,55.7,105.1,65.5,215.4,61.5,384.1,55.5,197.5,63.9,125.5,76.6,72.9,57.9,157.4,74.7,183.1,59.4
13,5,30,85.5,264.9,42,113.8,57,103.7,61.8,247,51,394.9,49.6,213,73.1,121,80,90.4,51.5,161.8,72.3,185.4,55.7
13,5,31,76,137.7,49.6,108.7,51.2,97.7,68.4,229.9,62.6,425.5,53.6,206,66.5,113.3,77.4,90.1,42,168.1,72.3,188,47
13,5,32,87.1,131.1,53.6,118.8,56.8,95.6,62,209.2,62.3,394.6,62.3,210.7,64.7,130,77.1,75.5,54.2,163.2,69.2,189.2,63.9
13,5,33,74.2,193.1,52,80.8,59.1,184.5,68.1,231.4,58.1,385.9,80.3,269.1,77.9,192.5,80,136,58.9,198,67.1,628.3,58.4
13,5,34,58.4,195.6,52.3,128.1,39.1,88.2,57,206.1,59.1,416.2,47.8,197,64.2,127.6,78.9,77.6,50.2,171.6,68.6,590.5,61.8
13,5,35,54.1,231.9,50.7,105.1,42.1,316.8,67.3,284.5,59.1,381.1,53.1,170.9,63.6,121.2,80.3,72.1,60.3,171.4,73.9,182.5,68.4
13,5,36,84.7,188.6,57,147.8,55.7,88.5,63.6,238,67.1,395,61.3,209.2,56.5,85.9,85,113,54.7,168.4,69.7,184.7,68.1
13,5,37,72.3,171.7,55.5,86.7,59.7,111.2,68.9,209.6,65.2,387.2,58.4,205.5,61.5,96.2,90,84.2,58.9,155.2,66.5,174.9,59.9
13,5,38,78.9,176.7,46,88.5,52.5,116.9,63.4,209.3,57.8,364,55.7,169.8,66.5,123.6,82.4,93,62,170.5,73.9,180.4,71.8
13,5,39,70.2,203.4,60.7,138.8,50.2,100.6,62.8,246.7,49.4,369.1,47,185,69.2,147.4,86.1,83.7,53.7,175.9,82.6,193.1,64.4
13,5,40,85.5,118.4,51.5,141.5,49.6,63.9,56.8,200.6,58.4,463.8,76.8,257.1,57.3,145.5,75.2,77.9,52.5,160.7,86.3,192.5,72.9
13,5,41,71.5,144.5,49.4,108.5,44.6,94.8,63.4,209.1,61.3,388.3,60.2,176.2,64.4,145.2,85,55.7,66.8,166.8,74.7,172.2,78.9
13,5,42,62.6,137,51,134.2,50.4,65.5,59.9,206.1,57.3,396.8,46.7,181.6,56.5,101.7,85.5,86.6,49.4,147.8,81.3,183.3,61
13,5,43,80,142.5,41.2,138.3,40.9,58.9,58.9,226.7,59.4,395.1,57,185.4,53.3,125.4,68.4,55.7,58.4,169,73.7,169.9,71.3
13,5,44,74.7,117.1,57.8,136.5,55.7,61,57.8,207.7,53.1,356.4,61.5,230,77.4,139,81.7,70.3,47.9,149,79.5,196,56.8
13,5,45,64.2,102.7,54.4,155.5,50.2,300.4,59.1,296.1,61.5,399.6,62.8,191.2,56,114.9,83.7,89.8,56.2,173.1,76.8,189.1,60.7
13,5,46,76.8,148.5,48.9,100.9,39.6,93.7,67.9,212.8,59.7,383.6,62.8,264.3,60.2,153.7,88.4,95.3,60.2,166,82.9,201.5,63.9
13,5,47,77.1,121.1,51,144.2,54.4,81.1,63.9,209.8,58.1,332.2,59.4,156.9,64.2,138.7,88.2,59.7,60,160,88.4,202.8,60.5
13,5,48,70.2,118.7,46.5,119.1,54.4,81.4,70.2,200.8,55.7,330.5,54.9,154.5,63.1,138.4,75.8,66.6,62.8,173.4,80,270.4,62.3
13,5,49,59.1,133.7,49.9,153.1,51.2,66.5,63.1,216.9,53.1,312.1,51.2,180.1,62.3,139.5,75.8,61.3,56.3,185.1,70.8,216.6,48.9
13,5,50,47.8,257.8,47.3,113.8,45.4,93.2,68.6,190.3,53.6,341.6,43.3,168,82.6,111.5,73.9,114.1,53.6,157.3,72.9,174.7,46.7
13,6,1,71.8,200.8,61.3,125.2,54.1,68.9,63.4,205.6,43.6,319.4,43.6,155.6,79.5,126,62.8,74,59.4,165.7,73.4,193.1,60.2
13,6,2,75,236.2,51.8,123.1,55.2,115.4,63.6,211.6,49.1,322.6,51.2,196.1,77.4,134.2,65.2,114.1,55.2,183.7,73.4,210.5,57.6
13,6,3,74.2,211.4,49.6,88.7,63.1,123.8,63.1,210.6,57.6,309.7,50.4,166.1,65.2,116.8,70.2,87.9,67.9,175.3,69.2,191.8,66
13,6,4,80.3,178.4,54.7,120.2,49.4,97.5,55.5,207.2,56.8,326.6,38.6,168.5,63.4,122.9,79.5,76.9,57.8,152.5,72.1,195.2,70.5
13,6,5,84.7,187.3,46.2,99.8,52.5,105.8,57.8,199,51.2,339.2,52.3,164.8,68.1,116,75.8,79.6,54.9,154.1,68.9,186.5,66.8
13,6,6,79.2,163,52,104.8,51,97.2,64.7,197.7,48.9,321.3,57.8,177.9,62.6,119.4,65.2,53.6,57.6,160.5,70.8,183.6,70.8
13,6,7,85.5,138.7,52.8,115.6,52,86.6,65.5,198,61,323.9,61.5,198,64.4,174.8,12.4,473.7,48.6,190,66.3,226.1,71.3
13,6,8,69.4,124.5,54.7,136.3,58.4,81.7,63.4,208.3,52,328.4,55.7,174.5,62.6,99.9,72.6,81.1,63.1,154.7,75.8,183.4,70.5
13,6,9,85,142.5,49.4,109.9,53.1,97.2,60.2,191.9,54.9,331,41.7,187.4,66.3,127.6,66.3,54.2,72.9,182.9,76.8,190.7,72.6
13,6,10,87.4,163.3,59.4,95.1,53.3,103.2,56.8,195.9,52.8,288.3,53.1,160.6,70.8,187.3,76.3,87.2,56.2,266.5,64.7,253.5,66
13,6,11,76.3,138,54.4,125.4,50.4,88.2,52.3,198.2,55.2,303.6,55.7,230.5,66,108.6,70.8,75.1,57.6,158.4,72.3,180.9,70.8
13,6,12,77.6,438.3,71.8,214.1,52.8,119.9,57,504.8,50.2,337.1,69.2,211.2,69.4,111.2,64.2,68,61.5,163.1,74.4,191.2,72.3
13,6,13,76,171.5,56,102.5,52.5,100.3,60.2,220.4,55.7,298.6,63.9,223.4,68.4,149.5,51.2,20.1,68.6,201.1,67.3,193.3,71
13,6,14,73.4,140.1,48.9,127,49.6,71,56,198.2,56.5,305.9,56.5,191.2,72.9,118.1,81.3,94,61.5,161.8,77.6,194.4,71.3
13,6,15,79.5,386.9,53.1,188,54.7,86.7,65,298,65.2,340.2,64.2,209.6,73.9,86.4,86.1,113.6,60.2,161,75.2,187.5,73.9
13,6,16,80,128.5,61.5,137.3,40.7,69.8,68.4,234.6,68.6,350.2,62.6,232.3,62.8,105.9,71.5,84,58.1,161.5,72.3,189.4,72.6
13,6,17,73.4,117.1,62,134.1,49.9,76.9,65.5,213.3,58.4,313.1,57.3,202,63.1,112.3,75.2,86.4,55.5,152.3,81.8,204.1,66.5
13,6,18,85.3,175.7,53.9,92.7,65.2,117.2,62.8,202.7,61.8,310.5,58.4,191.9,64.2,128.2,65,69.6,59.7,141.2,80.8,192.9,82.9
13,6,19,83.9,125.5,50.7,118.3,51,93.5,55.7,211.1,54.7,286.7,54.7,216.5,63.1,132.3,66.9,62.1,58.7,204.9,57,279.6,51
13,6,20,73.9,205.2,50.7,120.9,54.7,71.6,65,223.9,49.9,289.4,52.8,186.6,63.6,111.7,75.5,76.6,61.5,158.9,72.1,175.4,81.8
13,6,21,80.3,99.2,57.6,153.2,43.3,46,51,210.4,56.5,294.9,57.3,201.4,63.1,114.1,75.8,87,55.5,157.6,70.8,186.3,63.9
13,6,22,91.3,182.3,50.7,128.3,55.7,95.3,62.3,260.7,55.5,336.1,56,186.1,66.8,107.8,81.8,85.6,61,169.5,65.2,180.2,71
13,6,23,75.8,136.2,51,116,54.4,92.4,65.5,204,56,288.3,57.6,213.1,67.6,118.4,75.2,76.6,69.4,164.1,76,186.7,74.2
13,6,24,73.7,118.5,52.5,116.7,46.2,87.7,62.6,211.2,58.6,327.8,50.4,197,58.4,110.7,78.4,86.4,67.3,168.9,75.5,870.7,78.1
13,6,25,72.1,221.7,55.5,108.8,48.6,85.8,61,209.3,53.3,298.6,58.4,187.3,70,121,88.4,85.8,61,362.4,70.2,248.7,75
13,6,26,79.2,211.3,49.9,96.4,49.9,105.1,57.8,197.7,51.8,275.7,57,199.6,71.5,167.1,63.4,155,59.7,188.7,74.4,201.8,63.4
13,6,27,73.4,241.7,55.7,117.2,59.9,76.6,66.3,219.1,59.4,281.6,54.4,282,88.2,168.8,70.5,100.7,66,168.4,73.7,191.8,76.8
13,6,28,83.9,105.7,61.3,151.3,46.7,64.2,62.8,205.8,59.1,297.4,46.2,170,67.9,139.5,71.9,36.5,80.9,176.4,77.1,182.6,74.7
13,6,29,81.9,74.4,62.3,160,54.4,60.2,68.1,234.1,57,281.4,52.3,180,69.4,127,77.4,41.5,79,141.5,86.3,184.4,84.2
13,6,30,90,113.7,56,130.7,49.6,58.3,73.7,232.8,44.4,274.9,48.3,209,63.1,115.7,58.7,55,60.5,125.4,92.1,189.9,77.1
13,6,31,75.8,224,56.2,111.1,42.8,80.8,66.3,206.7,57.3,297.8,63.4,191.4,68.6,99.3,73.1,80.8,64.7,166.3,68.9,175.7,75.5
13,6,32,76.3,89.7,46,222.3,39.9,215.4,66,300.1,53.3,382.5,62.6,221.5,69.2,112.3,76.8,144.4,25.9,297.2,78.7,265.4,67.1
13,6,33,72.3,91.5,59.9,167.1,54.7,66.9,63.9,209.8,61,325.5,62.3,199,65.5,117.3,82.6,74.2,58.3,135.1,82.6,198.1,79.2
13,6,34,70.2,113.7,54.4,135.2,49.9,76.3,69.7,217.5,55.2,311.3,68.4,195.9,67.3,132.3,78.4,56.8,79.2,147.8,91.3,210.2,72.3
13,6,35,81.6,126.7,54.7,125.5,52.8,93.2,61.3,211.2,50.7,317,75,194.3,69.2,132.4,82.9,51.5,71.6,152.4,80.3,188.9,77.9
13,6,36,89,106.9,58.1,135.5,55.2,69.2,68.6,209.3,59.7,304.1,55.5,187.6,79.7,115.4,79.5,85.9,54.7,139.4,82.6,186.7,74.4
13,6,37,82.1,122.9,51.2,135.9,56.5,61.8,65.7,211.4,59.7,310.7,63.6,194.5,66.3,145.3,69.2,32.3,96.9,219.9,83.2,237.2,30.6
13,6,38,78.7,219,56,134.9,46,88.8,67.1,207.8,56,334.2,57,167.4,65.5,128.7,77.2,64.5,55,150.8,81.3,193.4,69.7
13,6,39,72.3,132.1,42.8,109.3,49.9,108,59.1,200.5,56,315.5,59.7,177.7,67.6,127.9,80.3,57.3,63.7,149.7,87.9,201.5,59.9
13,6,40,77.6,133.5,45.7,117.2,54.7,88,59.1,207.4,59.9,334.4,66.8,176.9,65.2,131.3,86.8,71.8,54.4,149.4,77.4,194.5,55.5
13,6,41,86.1,129.6,58.6,135.4,44.4,81.6,57,210.1,56.8,323.4,67.9,199.9,64.4,122.8,76.1,65.8,68.9,148.9,82.4,268.9,70
13,6,42,75.2,168,58.9,126.8,54.9,90,56.2,222.2,53.9,336.4,64.2,197,68.1,119.9,73.7,83.8,48.3,146.2,85.3,192.9,66.5
13,6,43,81.3,131.9,48.3,111.4,53.3,91.9,55.7,209.8,54.4,330.5,70.5,235.8,59.7,140.3,61.8,68.7,63.4,152.3,76.3,184.7,79.7
13,6,44,84.7,120,49.1,127.8,52.8,64.4,63.4,225.7,48.9,320.8,52.3,165.8,68.1,127.6,76.8,68.1,73.2,142.9,87.6,202.3,67.1
13,6,45,79.7,115,49.6,124.6,42,76.9,67.1,221.7,53.9,315,56.2,150.7,67.3,168.5,83.2,18,82.4,221.7,71.8,607.6,74.4
13,6,46,78.1,191.5,57.8,130.4,53.3,75.5,68.6,207.4,50.7,322.1,51.2,200.1,80.5,143.7,82.1,119.4,60.7,166.8,70.2,175.9,78.4
13,6,47,83.4,116.8,51.8,139.2,45.2,76.6,49.1,192.1,57.8,313.3,51.2,180,72.3,111.2,68.1,70,65.5,157.6,85.3,198.9,78.9
13,6,48,81.3,99.4,56.8,137.8,49.9,79.5,57.8,193.4,61.8,383.9,60.7,193.3,67.1,106.8,69.4,76.1,63.4,151.8,87.1,209.7,73.7
13,6,49,67.6,127.4,39.4,137.6,52.8,73.4,52.8,200.3,58.1,346.6,59.4,191.9,78.7,135.5,88.2,77.6,70,182.4,71.8,195.7,68.4
13,6,50,78.1,110.8,42,141.8,54.4,65,57.6,204.8,61.5,419.7,79.5,251.4,67.9,125.8,62,98.2,69.7,196.9,71,204.7,58.1
13,7,1,72.1,169.4,57.8,115.1,42.3,99.6,70.2,242.8,45.7,344.8,50.4,148.1,55.7,96.7,70.8,73,47.3,144.1,57.8,161.1,70.2
13,7,2,69.2,126.7,58.6,98.2,43.9,95.4,61.8,177.9,55.5,317.4,56.5,156.1,38.8,114.4,68.8,28.6,62.4,223.9,62.3,263,52.8
13,7,3,70.5,119.5,49.9,103.2,48.1,89.6,55.2,171.8,58.6,329.7,56.8,153.2,54.7,123.1,67.7,52.1,57.4,150.8,62,163.5,69.4
13,7,4,80.5,140.3,52,124.6,46.7,66.3,49.6,183.9,50.4,295.6,52.5,192.7,60.7,128.6,62.6,51.5,72.4,179.8,63.4,169.9,56.2
13,7,5,78.9,241.9,62,128.8,44.4,86.4,57.6,239.9,56.8,333.2,67.9,193,66.8,128.6,69.4,43.3,80.8,186.9,63.9,172.8,63.9
13,7,6,82.9,118.7,61.5,111.7,56.5,92.7,61,188.7,59.7,357.9,66.3,199.6,67.3,133.1,77.1,116,37.8,174.8,67.9,197.6,54.4
13,7,7,75.5,126.4,51.8,126.5,52.5,80.2,58.6,176.8,56.8,313.7,59.4,180.1,71.8,156.6,65.2,17.7,71.3,168.7,73.1,181.5,61.8
13,7,8,85.3,215.3,44.1,248.9,55.2,156.8,55.2,249.9,53.1,323.4,52,162.9,67.1,138.7,71.6,34.4,65.5,158.4,73.4,174.9,56.2
13,7,9,76.6,109.3,56,123.6,43.6,83.2,55.5,186.1,59.7,321.3,62.8,198.7,60.2,128.9,74.2,47.3,84,170.3,72.1,172.3,58.1
13,7,10,86.1,224.3,49.6,117.5,63.1,71.1,49.9,181.6,50.4,303.1,52.5,180.5,58.4,129,73.7,71.1,71.8,147,79.2,175.2,62
13,7,11,79.2,173.6,59.7,153.4,52.8,63.1,40.1,235.9,55.2,321.8,57.6,208.3,65.7,141.3,63.4,28.3,70.5,162.3,65.5,171,49.9
13,7,12,70.8,118.2,56.8,116.5,53.1,83,57,182.1,52,326,58.4,380.4,68.6,234.9,74.2,138.9,53.1,167.4,64.7,177.3,55.2
13,7,13,74.4,141.4,52.8,109.3,47.5,87.9,48.9,177.4,49.9,321.6,58.1,213.1,58.6,115.4,77.1,48.1,73.4,156.3,75.2,174.6,57.3
